Title;Ingenio;URL;Authors;Abstract
Using prior knowledge to improve the performance of an estimation of distribution algorithm applied to feature selection;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000234402500065;"Emmendorfer, LR; Traleski, R and Pozo, ATR";Feature selection provides a great enhancement in the process of building a classifier model. A recent approach to feature selection is the use of Estimation of Distribution Algorithms (EDAs). Those algorithms's performance is greatly affected by the initial population, so prior knowledge about the problem is very important. The most important prior knowledge about the features is the relative
Graph Clustering Based Model Building;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000286565200051;Iclanzan, D and Dumitrescu, D;Add this journal to your reviewer interest list.  Add Journal|Probabilistic models of high-order statistics, capable of expressing complex variable interactions, have been successfully applied by estimation of distribution algorithms (EDAs) to render hard problems tractable. Unfortunately, the dependence structure induction stage in these methods imposes a high computational cost that often dominates the overall complexity of the whole search process.
On-orbit Long-range Maneuver Transfer Via EDAs;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000263406501108;"Hu, LH; Sun, FC;  (...); Wu, FG";Long-range maneuver transfer consumes the most fuel and time of the rendezvous process, and it is a multivariable, multi-extremum optimization problem, which is difficult to solve using traditional optimization algorithms. This paper researched the mathematical model of long-range maneuver transfer of spacecraft with impulse thrust, and optimized the parameters of orbit transfer based on a clas
An expert system for setting parameters in machining processes;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000326214700021;"Torres-Treviño, LM; Escamilla-Salazar, IG;  (...); Praga-Alejo, R";Add this journal to your reviewer interest list.  Add Journal|In this paper, an hybrid system is proposed for setting machining parameters from experimental data. A symbolic regression alpha-beta is used to build mathematical models. Every model is validated using statistical analysis then evolutionary computation is used to minimize or maximize the generated model. Symbolic regression alpha-beta is used to build mathematical models by estimation of distr
The Gaussian Polytree EDA with Copula Functions and Mutations;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000310719800003;"Dominguez, IS; Aguirre, AH and Diharce, EV";This chapter introduces the Gaussian Poly-Tree Estimation Distribution Algorithm, and two extensions: i) with Gaussian copula functions, and ii) with local optimizers. The new construction and simulation algorithms, and its application to estimation of distribution algorithms with continuous Gaussian variables are also introduced. The algorithm for the construction of the structure and for edge
Component weighting functions for adaptive search with EDAs;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000263406502126;"Santana, R; Larrañaga, P and Lozano, JA";This paper introduces the component weighting approach as a general optimization heuristic to increase the likelihood of escaping from local optima by dynamically modifying the fitness function. The approach is tested on the optimization of the simplified hydrophobic-polar (HP) protein problem using estimation of distribution algorithms (EDAs). We show that the use of component weighting togeth
Multi-swarm hybrid for multi-modal optimization;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000312859302128;Röhler, AB and Chen, S;Multi-swarm systems base their search on multiple sub-swarms instead of one standard swarm. The use of diverse sub-swarms increases performance when optimizing multi-modal functions. However, new design decisions arise when implementing multi-swarm systems such as how to select the initial positions and initial velocities, and how to coordinate the different sub-swarms. Starting from the relati
The Method for Technology Exploration of Complex System Architectures-Survey and New Method Proposed;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000259965705033;"Mao, TT; Liu, XL and Liu, MF";The concept and technology selection of large complex systems is a growing concern in system engineering. This paper briefly summarizes previous efforts for technology exploration of complex system. This includes methods for concept exploring and technology selecting in the general context of complex engineering system. Next, we lay out benchmarks for evaluating the previous methods: (a) execut
Solving the Ising spin glass problem using a bivariate EDA based on Markov Random Fields;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000245414201051;"Shakya, SK; McCall, JAW and Brown, DF";Markov Random Field (MRF) modelling techniques have been recently proposed as a novel approach to probabilistic modelling for Estimation of Distribution Algorithms (EDAs). An EDA using this technique was called Distribution Estimation using Markov Random Fields (DEUM). DEUM was later extended to DEUMd. DEUM and DEUMd use a univariate model of probability distribution, and have been shown to per
Genetic particle swarm optimization based on estimation of distribution;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000250830800032;Wang, JH;Add this journal to your reviewer interest list.  Add Journal|Estimation of distribution algorithms sample new solutions from a probability model which characterizes the distribution of promising solutions in the search space at each generation. In this paper, a modified genetic particle swarm optimization algorithm based on estimation of distribution is proposed for combinatorial optimization problems. The proposed algorithm incorporates the global stati
